seed,episode,model,rule_id,rule_kind,occurrence,provisional_acc,before_acc,n_query_acc,rho,a_n_distance,background_acc
0,52,MLP,one_shot_4,one_shot,1,0.7291666865348816,0.5208333134651184,0.0,1.0,0.0,0.80859375
0,52,ChevronSlow,one_shot_4,one_shot,1,0.8333333134651184,0.3541666567325592,0.4791666567325592,1.0,0.019390574346172498,0.853515625
0,52,IDLGated,one_shot_4,one_shot,1,0.78125,0.3020833432674408,0.3125,0.010986942797899246,0.02087513275478233,0.888671875
0,53,MLP,recurring_0,recurring,10,1.0,1.0,0.0,1.0,0.0,0.8359375
0,53,ChevronSlow,recurring_0,recurring,10,1.0,0.9895833134651184,1.0,1.0,0.006550020806258044,0.8515625
0,53,IDLGated,recurring_0,recurring,10,0.9895833134651184,0.9166666865348816,0.96875,1.0,0.0046556487839952395,0.884765625
0,54,MLP,recurring_2,recurring,10,0.96875,1.0,0.0,1.0,0.0,0.908203125
0,54,ChevronSlow,recurring_2,recurring,10,0.90625,1.0,1.0,1.0,0.007617127986693216,0.876953125
0,54,IDLGated,recurring_2,recurring,10,0.9166666865348816,0.9895833134651184,0.96875,1.0,0.00987631569247176,0.900390625
0,55,MLP,one_shot_0,one_shot,1,1.0,0.0,0.0,1.0,0.0,0.548828125
0,55,ChevronSlow,one_shot_0,one_shot,1,1.0,0.0,0.0729166641831398,1.0,0.026107481510065696,0.83203125
0,55,IDLGated,one_shot_0,one_shot,1,0.9791666865348816,0.0,0.0,0.010986942797899246,0.041697803564861406,0.900390625
1,0,MLP,one_shot_14,one_shot,1,1.0,0.3854166567325592,0.0,1.0,0.0,0.904296875
1,0,ChevronSlow,one_shot_14,one_shot,1,1.0,0.3854166567325592,0.6041666865348816,1.0,0.030905885165969905,0.970703125
1,0,IDLGated,one_shot_14,one_shot,1,1.0,0.3645833432674408,0.3645833432674408,0.010986942797899246,0.027579828001984195,0.98828125
1,1,MLP,recurring_3,recurring,1,0.8229166865348816,0.0,0.0,1.0,0.0,0.765625
1,1,ChevronSlow,recurring_3,recurring,1,0.875,0.0,0.0,1.0,0.05848121706751812,0.94921875
1,1,IDLGated,recurring_3,recurring,1,0.8645833134651184,0.0,0.0,0.010986942797899246,0.06255852900266258,0.98828125
1,2,MLP,one_shot_1,one_shot,1,0.7708333134651184,0.02083333395421505,0.0,1.0,0.0,0.66796875
1,2,ChevronSlow,one_shot_1,one_shot,1,1.0,0.0,0.0,1.0,0.06623389780373899,0.93359375
1,2,IDLGated,one_shot_1,one_shot,1,1.0,0.0,0.0,0.010986942797899246,0.11871384644893941,0.98828125
1,3,MLP,recurring_0,recurring,1,0.90625,0.3958333432674408,0.0,1.0,0.0,0.701171875
1,3,ChevronSlow,recurring_0,recurring,1,1.0,0.0,0.0,1.0,0.05078025155724875,0.916015625
1,3,IDLGated,recurring_0,recurring,1,1.0,0.0,0.0,0.010986942797899246,0.1185453307742403,0.98828125
1,4,MLP,one_shot_3,one_shot,1,0.9479166865348816,0.9895833134651184,0.0,1.0,0.0,0.765625
1,4,ChevronSlow,one_shot_3,one_shot,1,1.0,0.0,0.0,1.0,0.03659041051529474,0.89453125
1,4,IDLGated,one_shot_3,one_shot,1,0.7708333134651184,0.0,0.0,0.010986942797899246,0.08960102824747242,0.98828125
1,5,MLP,one_shot_11,one_shot,1,1.0,0.1041666641831398,0.0,1.0,0.0,0.677734375
1,5,ChevronSlow,one_shot_11,one_shot,1,1.0,0.1875,0.4583333432674408,1.0,0.01911554305214398,0.87109375
1,5,IDLGated,one_shot_11,one_shot,1,0.8541666865348816,0.0416666679084301,0.0520833320915699,0.010986942797899246,0.03663557175790141,0.9921875
1,6,MLP,recurring_1,recurring,1,0.7916666865348816,0.1666666716337204,0.0,1.0,0.0,0.8203125
1,6,ChevronSlow,recurring_1,recurring,1,0.7083333134651184,0.03125,0.1666666716337204,1.0,0.03395160493943892,0.888671875
1,6,IDLGated,recurring_1,recurring,1,0.7708333134651184,0.0,0.0,0.010986942797899246,0.04096940256476955,0.9921875
1,7,MLP,one_shot_10,one_shot,1,1.0,0.625,0.0,1.0,0.0,0.76953125
1,7,ChevronSlow,one_shot_10,one_shot,1,1.0,0.0833333358168602,0.3958333432674408,1.0,0.02689237820123096,0.853515625
1,7,IDLGated,one_shot_10,one_shot,1,0.7916666865348816,0.0,0.0,0.010986942797899246,0.0648572885802927,0.994140625
1,8,MLP,one_shot_7,one_shot,1,0.9479166865348816,0.6145833134651184,0.0,1.0,0.0,0.755859375
1,8,ChevronSlow,one_shot_7,one_shot,1,1.0,0.625,0.6666666865348816,1.0,0.020135714918508754,0.8671875
1,8,IDLGated,one_shot_7,one_shot,1,0.9583333134651184,0.03125,0.03125,0.010986942797899246,0.041330238813941406,0.994140625
1,9,MLP,recurring_0,recurring,2,1.0,0.0416666679084301,0.0,1.0,0.0,0.638671875
1,9,ChevronSlow,recurring_0,recurring,2,1.0,0.0,0.0833333358168602,1.0,0.019188663343012557,0.833984375
1,9,IDLGated,recurring_0,recurring,2,1.0,0.0,0.0,0.18242552876472473,0.11775507277628731,0.99609375
1,10,MLP,recurring_2,recurring,1,0.7708333134651184,0.1979166716337204,0.0,1.0,0.0,0.744140625
1,10,ChevronSlow,recurring_2,recurring,1,0.96875,0.1666666716337204,0.3645833432674408,1.0,0.023001292974575,0.8359375
1,10,IDLGated,recurring_2,recurring,1,0.9791666865348816,0.0,0.0,0.010986942797899246,0.03381323092971272,0.99609375
1,11,MLP,recurring_1,recurring,2,1.0,1.0,0.0,1.0,0.0,0.759765625
1,11,ChevronSlow,recurring_1,recurring,2,0.9166666865348816,0.3125,0.5729166865348816,1.0,0.01814347718872668,0.818359375
1,11,IDLGated,recurring_1,recurring,2,0.8229166865348816,0.0,0.0,0.18242552876472473,0.035362842038315315,0.9921875
1,12,MLP,recurring_2,recurring,2,0.9895833134651184,0.9895833134651184,0.0,1.0,0.0,0.83203125
1,12,ChevronSlow,recurring_2,recurring,2,0.75,0.6875,0.6666666865348816,1.0,0.01755534151763772,0.83984375
1,12,IDLGated,recurring_2,recurring,2,0.6458333134651184,0.010416666977107525,0.0520833320915699,0.18242552876472473,0.02982700413791264,0.990234375
1,13,MLP,recurring_3,recurring,2,1.0,0.0,0.0,1.0,0.0,0.541015625
1,13,ChevronSlow,recurring_3,recurring,2,1.0,0.0,0.1041666641831398,1.0,0.037186961569633296,0.888671875
1,13,IDLGated,recurring_3,recurring,2,0.9583333134651184,0.0,0.0,0.18242552876472473,0.0678270803626174,0.982421875
1,14,MLP,one_shot_9,one_shot,1,1.0,1.0,0.0,1.0,0.0,0.83203125
1,14,ChevronSlow,one_shot_9,one_shot,1,1.0,1.0,1.0,1.0,0.008973359721077276,0.892578125
1,14,IDLGated,one_shot_9,one_shot,1,0.8229166865348816,0.5104166865348816,0.5104166865348816,0.010986942797899246,0.010689524748761918,0.982421875
1,15,MLP,recurring_0,recurring,3,1.0,0.0,0.0,1.0,0.0,0.541015625
1,15,ChevronSlow,recurring_0,recurring,3,1.0,0.0,0.0,1.0,0.024404141369924033,0.8515625
1,15,IDLGated,recurring_0,recurring,3,1.0,0.0,0.0,0.8175744414329529,0.10590963945449411,0.9765625
1,16,MLP,recurring_0,recurring,4,1.0,1.0,0.0,1.0,0.0,0.544921875
1,16,ChevronSlow,recurring_0,recurring,4,1.0,0.0,0.375,1.0,0.015152418417321015,0.8203125
1,16,IDLGated,recurring_0,recurring,4,1.0,0.0,0.0,0.9890130758285522,0.07611777928986062,0.966796875
1,17,MLP,recurring_1,recurring,3,1.0,0.78125,0.0,1.0,0.0,0.6796875
1,17,ChevronSlow,recurring_1,recurring,3,0.9583333134651184,0.09375,0.3020833432674408,1.0,0.020536801186239812,0.7890625
1,17,IDLGated,recurring_1,recurring,3,1.0,0.0,0.1145833358168602,0.8175744414329529,0.03549211314649661,0.94140625
1,18,MLP,one_shot_0,one_shot,1,1.0,0.9479166865348816,0.0,1.0,0.0,0.78125
1,18,ChevronSlow,one_shot_0,one_shot,1,0.7604166865348816,0.8020833134651184,0.8125,1.0,0.016791436145154416,0.833984375
1,18,IDLGated,one_shot_0,one_shot,1,0.46875,0.1979166716337204,0.1979166716337204,0.010986942797899246,0.019273484689631467,0.94140625
1,19,MLP,recurring_0,recurring,5,1.0,0.15625,0.0,1.0,0.0,0.54296875
1,19,ChevronSlow,recurring_0,recurring,5,1.0,0.0833333358168602,0.6770833134651184,1.0,0.015198773968853505,0.7890625
1,19,IDLGated,recurring_0,recurring,5,1.0,0.0,0.0,0.9994471669197083,0.04546296563349829,0.912109375
1,20,MLP,recurring_0,recurring,6,1.0,1.0,0.0,1.0,0.0,0.5546875
1,20,ChevronSlow,recurring_0,recurring,6,1.0,0.6145833134651184,1.0,1.0,0.019790921037298532,0.73828125
1,20,IDLGated,recurring_0,recurring,6,1.0,0.0,0.0,0.9999724626541138,0.03203065924057002,0.896484375
1,21,MLP,recurring_2,recurring,3,1.0,0.0729166641831398,0.0,1.0,0.0,0.55078125
1,21,ChevronSlow,recurring_2,recurring,3,1.0,0.0625,0.4375,1.0,0.030761946031638936,0.84765625
