seed,t,model,phase,window,accuracy,loss,rho,diff,persistence,fast_mismatch,baseline_mismatch,a_n_distance,n_move_from_temp_start,n_move_from_shift_start
0,2015,MLP,stable,other,1.0,0.019261475652456284,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2015,ChevronSlow,stable,other,1.0,0.017266182228922844,1.0,0.16594250330208976,0.0331734392718827,0.1659526606282601,0.3589540734250978,0.04308479255728318,0.19201849248449188,0.0
0,2015,IDLGated,stable,other,1.0,0.018470868468284607,0.0030056172981858253,0.10785321781010444,0.03652459096111631,0.12543259888455885,0.3953410542128603,0.044440531317990625,0.2610994237736294,0.0
0,2016,MLP,stable,other,0.90625,0.2535645067691803,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2016,ChevronSlow,stable,other,0.90625,0.26197078824043274,1.0,0.15567961878927392,0.03290805175770764,0.16554173895470067,0.3587507989704619,0.04295220634359534,0.19213483329314263,0.0
0,2016,IDLGated,stable,other,0.90625,0.2533411681652069,0.002979462733492255,0.13252240675036295,0.036232394233427376,0.125716191199191,0.39507823556539784,0.04454691284340439,0.26110040896006836,0.0
0,2017,MLP,stable,other,0.984375,0.11558886617422104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2017,ChevronSlow,stable,other,0.984375,0.10747434198856354,1.0,0.16002225851791138,0.03264478734364598,0.1653209597372291,0.35855207043000936,0.042784023486279854,0.1922647963658464,0.0
0,2017,IDLGated,stable,other,0.984375,0.10686448961496353,0.0029537430964410305,0.1362339364047194,0.035942535079559954,0.12613690100741212,0.39481939126623716,0.04459607569410864,0.2611014779879564,0.0
0,2018,MLP,stable,other,0.96875,0.14607328176498413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2018,ChevronSlow,stable,other,0.96875,0.14931143820285797,1.0,0.15300015953145465,0.03238362904489681,0.16482812772899813,0.3583465185191108,0.042642114382191815,0.19238832078298637,0.0
0,2018,IDLGated,stable,other,0.96875,0.15360495448112488,0.002928447909653187,0.12293330890761009,0.03565499479892347,0.12600875732342004,0.39454750518387854,0.04467553027731095,0.2611024946084563,0.0
