seed,step,return_step,phase,model,combined_task1,combined_task2,a_channel_task1,a_channel_task2,n_channel_task1,n_channel_task2,rho,persistence,a_n_distance
0,270,0,task1_initial,ChevronSlow,0.96337890625,0.1962890625,0.96630859375,0.193359375,0.94384765625,0.21435546875,1.0,1.0317514786076887,0.131350407963857
0,270,0,task1_initial,IDLGated,0.962890625,0.1953125,0.966796875,0.1904296875,0.93896484375,0.22900390625,1.0,1.1316519970729353,0.1352009131465857
0,280,0,task1_initial,MLP,0.94482421875,0.19921875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,280,0,task1_initial,ChevronSlow,0.9658203125,0.19482421875,0.96875,0.1923828125,0.9482421875,0.2109375,1.0,1.0379527567741071,0.13142381161264086
0,280,0,task1_initial,IDLGated,0.96484375,0.193359375,0.966796875,0.18896484375,0.943359375,0.2255859375,1.0,1.1395510852434934,0.13526820275448115
0,290,0,task1_initial,MLP,0.943359375,0.21044921875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,290,0,task1_initial,ChevronSlow,0.966796875,0.208984375,0.970703125,0.2041015625,0.94775390625,0.21630859375,1.0,1.0418044891417415,0.1302664925743029
0,290,0,task1_initial,IDLGated,0.96728515625,0.20654296875,0.9716796875,0.19921875,0.939453125,0.23095703125,1.0,1.1447830460019435,0.13430326064588893
0,300,0,task1_initial,MLP,0.9482421875,0.20458984375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,300,0,task1_initial,ChevronSlow,0.97021484375,0.1953125,0.9716796875,0.1943359375,0.95068359375,0.2080078125,1.0,1.0434883398619603,0.12980783357100656
0,300,0,task1_initial,IDLGated,0.9697265625,0.1953125,0.97314453125,0.19140625,0.94580078125,0.22119140625,1.0,1.1473835921720001,0.13368421136011904
0,310,0,task1_initial,MLP,0.9501953125,0.20849609375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,310,0,task1_initial,ChevronSlow,0.970703125,0.1962890625,0.9755859375,0.19384765625,0.95361328125,0.20849609375,1.0,1.0436821419067412,0.12952349658416
0,310,0,task1_initial,IDLGated,0.9736328125,0.19677734375,0.97412109375,0.1923828125,0.94580078125,0.22265625,1.0,1.148160119818612,0.133134663260184
0,320,0,task1_initial,MLP,0.9453125,0.208984375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,320,0,task1_initial,ChevronSlow,0.9716796875,0.205078125,0.97509765625,0.20166015625,0.9541015625,0.21044921875,1.0,1.0422339557704712,0.12858820016225903
0,320,0,task1_initial,IDLGated,0.97216796875,0.20458984375,0.97509765625,0.19775390625,0.94677734375,0.22412109375,1.0,1.146828828510619,0.1321260818582579
0,330,0,task1_initial,MLP,0.953125,0.20849609375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,330,0,task1_initial,ChevronSlow,0.97607421875,0.19873046875,0.97509765625,0.197265625,0.9580078125,0.20849609375,1.0,1.039501353191608,0.12751729706571177
0,330,0,task1_initial,IDLGated,0.9775390625,0.1962890625,0.97705078125,0.19140625,0.953125,0.22021484375,1.0,1.1439212728728831,0.13122843665036074
0,340,0,task1_initial,MLP,0.95458984375,0.1982421875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,340,0,task1_initial,ChevronSlow,0.97509765625,0.18994140625,0.9765625,0.18603515625,0.95703125,0.20263671875,1.0,1.035260351284053,0.12793395787161901
0,340,0,task1_initial,IDLGated,0.9765625,0.19091796875,0.97802734375,0.18310546875,0.95458984375,0.21533203125,1.0,1.1393453190872107,0.1312995163871885
0,350,0,task1_initial,MLP,0.955078125,0.1962890625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,350,0,task1_initial,ChevronSlow,0.97607421875,0.19287109375,0.9765625,0.189453125,0.95751953125,0.2041015625,1.0,1.0297397685421552,0.1281185858144099
0,350,0,task1_initial,IDLGated,0.97509765625,0.19482421875,0.97607421875,0.18896484375,0.953125,0.21630859375,1.0,1.1331714888495363,0.1317210852475046
0,360,0,task1_initial,MLP,0.95751953125,0.201171875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,360,0,task1_initial,ChevronSlow,0.97998046875,0.19775390625,0.97998046875,0.197265625,0.962890625,0.2080078125,1.0,1.0238883705899544,0.12792989581411784
0,360,0,task1_initial,IDLGated,0.97998046875,0.19677734375,0.9814453125,0.1943359375,0.95849609375,0.21728515625,1.0,1.126411954750692,0.13212672296856903
0,370,0,task1_initial,MLP,0.95751953125,0.20654296875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,370,0,task1_initial,ChevronSlow,0.978515625,0.2021484375,0.9794921875,0.19775390625,0.96484375,0.2099609375,1.0,1.0175515133220552,0.12747935263895793
0,370,0,task1_initial,IDLGated,0.9794921875,0.201171875,0.978515625,0.1962890625,0.96337890625,0.21826171875,1.0,1.1191290339100333,0.13182440768176815
