seed,t,model,phase,window,accuracy,loss,rho,diff,persistence,a_n_distance,n_move_from_temp_start,n_move_from_shift_start
1,2632,ChevronSlow,stable,other,0.984375,0.10298920422792435,1.0,0.06667076348844027,0.18372267221014915,0.018666905775204787,0.2622744883785575,0.0
1,2632,IDLGated,stable,other,0.984375,0.10185401886701584,0.008894124999642372,0.35149717230220656,0.3143284765955228,0.10290342679818641,0.2839944781147137,0.0
1,2633,MLP,stable,other,0.984375,0.0548076257109642,1.0,0.0,0.0,0.0,0.0,0.0
1,2633,ChevronSlow,stable,other,0.984375,0.05021198093891144,1.0,0.05591666273675468,0.18333925418172897,0.018646001712938773,0.26233667670827826,0.0
1,2633,IDLGated,stable,other,0.984375,0.052382610738277435,0.0089032631367445,0.3315951594382648,0.31438027664405105,0.10304683935654554,0.28399928633412724,0.0
1,2634,MLP,stable,other,0.921875,0.2184174358844757,1.0,0.0,0.0,0.0,0.0,0.0
1,2634,ChevronSlow,stable,other,0.921875,0.22952903807163239,1.0,0.06771046759758677,0.18299236782197656,0.018636058849521984,0.262375373964331,0.0
1,2634,IDLGated,stable,other,0.921875,0.21241283416748047,0.008912807330489159,0.33240382713673067,0.3144343472955291,0.10318318060016174,0.2840033332693385,0.0
1,2635,MLP,stable,other,0.90625,0.27531060576438904,1.0,0.0,0.0,0.0,0.0,0.0
1,2635,ChevronSlow,stable,other,0.90625,0.2992602288722992,1.0,0.05631903743159804,0.1826123478308054,0.018567963761541503,0.2624052535197838,0.0
1,2635,IDLGated,stable,other,0.90625,0.2894664704799652,0.00893328059464693,0.3530186986071735,0.314550100349464,0.10321258146849187,0.284007091086114,0.0
1,2636,MLP,stable,other,0.96875,0.16444599628448486,1.0,0.0,0.0,0.0,0.0,0.0
1,2636,ChevronSlow,stable,other,0.96875,0.15586163103580475,1.0,0.05116065476905552,0.18221799275162015,0.01849367300756254,0.2624365895028903,0.0
1,2636,IDLGated,stable,other,0.96875,0.15552374720573425,0.008928801864385605,0.3061119932166884,0.3145247860280657,0.10320661910588512,0.284010868123641,0.0
1,2637,MLP,stable,other,0.984375,0.10343415290117264,1.0,0.0,0.0,0.0,0.0,0.0
1,2637,ChevronSlow,stable,other,0.96875,0.09319882839918137,1.0,0.06289507715756049,0.18186002400483794,0.018438840450530174,0.262457151382713,0.0
1,2637,IDLGated,stable,other,0.96875,0.11680112034082413,0.008949371054768562,0.35322600430298184,0.3146408896828905,0.10320323840263847,0.284014375327797,0.0
1,2638,MLP,stable,other,0.984375,0.05401274189352989,1.0,0.0,0.0,0.0,0.0,0.0
1,2638,ChevronSlow,stable,other,0.984375,0.05500640347599983,1.0,0.05104957645485517,0.18146759266218798,0.01833020418010314,0.2624766795062713,0.0
1,2638,IDLGated,stable,other,0.96875,0.05588747560977936,0.008947450667619705,0.3110267412520613,0.314630047237598,0.1032306818735261,0.2840177957736508,0.0
1,2639,MLP,stable,other,0.984375,0.12560850381851196,1.0,0.0,0.0,0.0,0.0,0.0
1,2639,ChevronSlow,stable,other,0.984375,0.11256765574216843,1.0,0.0675912590546424,0.18112596366136535,0.01825545061182456,0.2624979679888803,0.0
1,2639,IDLGated,stable,other,0.984375,0.12656784057617188,0.008960267528891563,0.33870717862430944,0.31470227863175815,0.103239634800328,0.2840211101945611,0.0
1,2640,MLP,stable,other,0.9375,0.14069776237010956,1.0,0.0,0.0,0.0,0.0,0.0
1,2640,ChevronSlow,stable,other,0.96875,0.12734144926071167,1.0,0.08434360806368424,0.1808356165945723,0.0182250064335896,0.26253977888101915,0.0
1,2640,IDLGated,stable,other,0.96875,0.12471683323383331,0.008981260471045971,0.3540565866689685,0.31482034155586974,0.10323914111733713,0.28402507010604255,0.0
1,2641,MLP,stable,other,0.953125,0.17707933485507965,1.0,0.0,0.0,0.0,0.0,0.0
1,2641,ChevronSlow,stable,other,0.96875,0.18340323865413666,1.0,0.07352229003692141,0.18051367661489937,0.018193127670334795,0.2625913166791583,0.0
1,2641,IDLGated,stable,other,0.953125,0.18430233001708984,0.008984507992863655,0.3209011683225865,0.3148385840361699,0.1032839771213478,0.2840291937508017,0.0
1,2642,MLP,stable,other,0.984375,0.11323618143796921,1.0,0.0,0.0,0.0,0.0,0.0
1,2642,ChevronSlow,stable,other,0.984375,0.1120297759771347,1.0,0.07965139314155475,0.18021108976447933,0.018139976597894857,0.2626582954892189,0.0
