seed,step,phase,model,combined_a,combined_b,a_channel_a,a_channel_b,n_channel_a,n_channel_b,rho,persistence,a_n_distance
0,600,A,ChevronSlow,0.97900390625,0.19873046875,0.97900390625,0.19970703125,0.97998046875,0.2021484375,1.0,0.6222783443654974,0.10650469369815303
0,600,A,IDLGated,0.97998046875,0.19873046875,0.9794921875,0.19775390625,0.97802734375,0.20849609375,0.9983458518981934,0.651037922048773,0.10383897660871938
0,700,A,MLP,0.990234375,0.19580078125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,700,A,ChevronSlow,0.99072265625,0.19482421875,0.99072265625,0.19384765625,0.9873046875,0.19140625,1.0,0.43754827561001153,0.09976941743284093
0,700,A,IDLGated,0.98681640625,0.1962890625,0.98681640625,0.1962890625,0.98828125,0.1943359375,0.8901227712631226,0.4550907375204633,0.09537107603011992
0,800,A,MLP,0.984375,0.1982421875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,800,A,ChevronSlow,0.99072265625,0.19775390625,0.9912109375,0.1982421875,0.9853515625,0.1923828125,1.0,0.2512840461188796,0.09070342516528127
0,800,A,IDLGated,0.98779296875,0.2001953125,0.98828125,0.2001953125,0.98779296875,0.1953125,0.10432214289903641,0.2622683078721896,0.0869121871705201
0,900,A,MLP,0.99072265625,0.19482421875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,900,A,ChevronSlow,0.9912109375,0.1943359375,0.99267578125,0.19482421875,0.98583984375,0.1923828125,1.0,0.13765860242872124,0.08235251305006774
0,900,A,IDLGated,0.98876953125,0.19677734375,0.98828125,0.19677734375,0.98779296875,0.1962890625,0.00850021280348301,0.14367600840823386,0.078707922187084
0,1000,A,MLP,0.98291015625,0.20263671875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1000,A,ChevronSlow,0.986328125,0.20166015625,0.986328125,0.20263671875,0.9853515625,0.1962890625,1.0,0.07541223215445904,0.07273383233414242
0,1000,A,IDLGated,0.982421875,0.2041015625,0.98193359375,0.20556640625,0.98779296875,0.20068359375,0.0020488842856138945,0.0787086917195603,0.07051622728402777
0,1100,A,MLP,0.98779296875,0.19970703125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1100,A,ChevronSlow,0.98779296875,0.1982421875,0.9873046875,0.19873046875,0.99267578125,0.19775390625,1.0,0.04131238192297298,0.06503861894701128
0,1100,A,IDLGated,0.984375,0.201171875,0.984375,0.2021484375,0.984375,0.20361328125,0.0009374602232128382,0.04311825071449962,0.06256815531130525
0,1200,A,MLP,0.98876953125,0.18603515625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1200,A,ChevronSlow,0.98681640625,0.1865234375,0.98583984375,0.1845703125,0.98876953125,0.189453125,1.0,0.02263177804701365,0.058504222257202504
0,1200,A,IDLGated,0.984375,0.18603515625,0.98291015625,0.18408203125,0.98779296875,0.19384765625,0.0006106740911491215,0.023621070355263094,0.05725358941196991
0,1300,A,MLP,0.98681640625,0.19482421875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1300,A,ChevronSlow,0.98779296875,0.19482421875,0.98583984375,0.1953125,0.99267578125,0.19384765625,1.0,0.012398156526638483,0.050618093938938964
0,1300,A,IDLGated,0.98583984375,0.19384765625,0.98583984375,0.1943359375,0.98974609375,0.1962890625,0.00048285204684361815,0.012940111332964212,0.05180761334605276
0,1400,A,MLP,0.99072265625,0.19482421875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1400,A,ChevronSlow,0.99267578125,0.1943359375,0.9931640625,0.1943359375,0.990234375,0.1943359375,1.0,0.006791966806130449,0.04622392916356066
0,1400,A,IDLGated,0.99072265625,0.19580078125,0.9912109375,0.1943359375,0.98876953125,0.19775390625,0.0004245546297170222,0.007088860868330609,0.0463125940461396
0,1500,A,MLP,0.99267578125,0.19384765625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1500,A,ChevronSlow,0.99365234375,0.1943359375,0.9931640625,0.193359375,0.9931640625,0.1943359375,1.0,0.0037207800205185243,0.042952965010675685
0,1500,A,IDLGated,0.990234375,0.19384765625,0.98974609375,0.19287109375,0.990234375,0.19580078125,0.0003956579603254795,0.0038834247339537948,0.04338242434935698
0,1600,A,MLP,0.98876953125,0.1904296875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1600,A,ChevronSlow,0.9892578125,0.19189453125,0.98779296875,0.1923828125,0.9921875,0.19189453125,1.0,0.0020383203210878505,0.03692916456287566
0,1600,A,IDLGated,0.9873046875,0.19189453125,0.98779296875,0.1923828125,0.99169921875,0.19287109375,0.0003806701279245317,0.002127420462102481,0.03715539373765862
0,1700,A,MLP,0.99365234375,0.19091796875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1700,A,ChevronSlow,0.9931640625,0.19189453125,0.9931640625,0.19189453125,0.994140625,0.19189453125,1.0,0.0011166340682459035,0.035310784194232704
0,1700,A,IDLGated,0.99169921875,0.193359375,0.99169921875,0.19287109375,0.9921875,0.193359375,0.00037270147004164755,0.0011654449700031658,0.03639275445367966
0,1800,A,MLP,0.99365234375,0.18994140625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1800,A,ChevronSlow,0.9921875,0.19140625,0.99169921875,0.19140625,0.99365234375,0.19189453125,1.0,0.0006117152586213448,0.034444409813582176
0,1800,A,IDLGated,0.990234375,0.1904296875,0.99072265625,0.18994140625,0.99169921875,0.1923828125,0.0003684069379232824,0.0006384548810644331,0.0338952482811372
0,1900,A,MLP,0.9912109375,0.1865234375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1900,A,ChevronSlow,0.9912109375,0.18603515625,0.98779296875,0.185546875,0.994140625,0.19091796875,1.0,0.00033511028211596184,0.03227058568930067
0,1900,A,IDLGated,0.98779296875,0.185546875,0.98486328125,0.18310546875,0.99072265625,0.19140625,0.00036607528454624116,0.00034975880084144376,0.03248059797244513
0,2000,A,MLP,0.9921875,0.193359375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2000,A,ChevronSlow,0.994140625,0.19384765625,0.99462890625,0.19384765625,0.99365234375,0.19384765625,1.0,0.0001835803498394556,0.029548595089982494
0,2000,A,IDLGated,0.9931640625,0.19482421875,0.99267578125,0.1953125,0.99267578125,0.19482421875,0.00036480423295870423,0.00019160511164405806,0.030173596057956276
0,2100,A,MLP,0.99267578125,0.1962890625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2100,A,ChevronSlow,0.99365234375,0.19677734375,0.9931640625,0.197265625,0.9951171875,0.19482421875,1.0,0.00010056911603659696,0.02865151293827048
0,2100,A,IDLGated,0.9931640625,0.19775390625,0.9921875,0.1982421875,0.99365234375,0.1943359375,0.0003641098737716675,0.00010496524667802398,0.02934973358763255
0,2200,end_A,MLP,0.99462890625,0.19189453125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2200,end_A,ChevronSlow,0.99365234375,0.1923828125,0.99365234375,0.1923828125,0.99462890625,0.19287109375,1.0,5.50938436996526e-05,0.027687468618479823
0,2200,end_A,IDLGated,0.99169921875,0.19091796875,0.99169921875,0.1904296875,0.99462890625,0.19287109375,0.00036372998147271574,5.750213507166677e-05,0.026975702780087457
0,2300,B,MLP,0.13623046875,0.91064453125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2300,B,ChevronSlow,0.1240234375,0.8916015625,0.10546875,0.88818359375,0.86328125,0.32568359375,1.0,0.46616319477411006,0.1263036984681991
0,2300,B,IDLGated,0.14599609375,0.90966796875,0.10107421875,0.8720703125,0.9365234375,0.22900390625,0.9999980926513672,0.9591188095002982,0.1720215890981741
0,2400,B,MLP,0.16259765625,0.9580078125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2400,B,ChevronSlow,0.16162109375,0.9453125,0.158203125,0.9462890625,0.1962890625,0.89013671875,1.0,0.6807481916683841,0.14147751719433674
0,2400,B,IDLGated,0.1513671875,0.94580078125,0.1337890625,0.9150390625,0.876953125,0.27587890625,1.0,1.4635125451139863,0.16676203726831712
0,2420,end_B,MLP,0.177734375,0.9599609375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2420,end_B,ChevronSlow,0.16796875,0.947265625,0.16552734375,0.95068359375,0.17919921875,0.8974609375,1.0,0.6860229103113223,0.14394536698311977
0,2420,end_B,IDLGated,0.169921875,0.94873046875,0.1484375,0.94091796875,0.8759765625,0.28515625,1.0,1.4751652927304224,0.16484051411360126
1,0,A,MLP,0.51904296875,0.388671875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0,A,ChevronSlow,0.51904296875,0.388671875,0.51904296875,0.388671875,0.51904296875,0.388671875,1.0,0.0,0.0
1,0,A,IDLGated,0.48095703125,0.611328125,0.48095703125,0.611328125,0.48095703125,0.611328125,1.0,0.0,0.0
1,100,A,MLP,0.93359375,0.2080078125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,100,A,ChevronSlow,0.935546875,0.20361328125,0.935546875,0.20361328125,0.93603515625,0.2080078125,1.0,0.3039318903591399,0.11718825938371513
1,100,A,IDLGated,0.92822265625,0.208984375,0.9287109375,0.2099609375,0.91845703125,0.21435546875,0.30230361223220825,0.3219839949315699,0.11746481483460032
1,200,A,MLP,0.9482421875,0.1982421875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,200,A,ChevronSlow,0.94677734375,0.19775390625,0.94677734375,0.19775390625,0.93798828125,0.20556640625,1.0,0.7814872952953715,0.11885434389496138
1,200,A,IDLGated,0.94091796875,0.20166015625,0.94189453125,0.19970703125,0.93017578125,0.21875,0.9999510049819946,0.8111097058602417,0.11077726836517214
1,300,A,MLP,0.97412109375,0.19482421875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,300,A,ChevronSlow,0.9736328125,0.1884765625,0.9765625,0.1875,0.95263671875,0.2060546875,1.0,0.923150055288268,0.12191902894813907
1,300,A,IDLGated,0.96435546875,0.19970703125,0.96533203125,0.197265625,0.9443359375,0.21875,0.9999972581863403,0.9415166081269966,0.11158102773671316
1,400,A,MLP,0.9677734375,0.20068359375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,400,A,ChevronSlow,0.9716796875,0.20068359375,0.97412109375,0.201171875,0.94775390625,0.2138671875,1.0,0.9066639417665247,0.11466229410267287
1,400,A,IDLGated,0.97021484375,0.2001953125,0.970703125,0.19775390625,0.951171875,0.21728515625,0.9999949932098389,0.9150392261888802,0.10857448004562559
1,500,A,MLP,0.97998046875,0.203125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,500,A,ChevronSlow,0.97509765625,0.2080078125,0.97607421875,0.20751953125,0.962890625,0.20556640625,1.0,0.7528777498756574,0.10767731424760425
1,500,A,IDLGated,0.97802734375,0.2060546875,0.978515625,0.20556640625,0.96484375,0.20458984375,0.9998846054077148,0.7721587118124164,0.10457855992241674
1,600,A,MLP,0.9833984375,0.193359375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,600,A,ChevronSlow,0.98388671875,0.1943359375,0.98388671875,0.1943359375,0.9794921875,0.1943359375,1.0,0.5614182520164976,0.09800253016346791
1,600,A,IDLGated,0.9814453125,0.19384765625,0.98046875,0.19384765625,0.9755859375,0.193359375,0.9938616752624512,0.5912293153911423,0.09743488860220531
1,700,A,MLP,0.9892578125,0.18701171875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,700,A,ChevronSlow,0.98388671875,0.18896484375,0.9833984375,0.1884765625,0.98486328125,0.19189453125,1.0,0.35091983105387364,0.08820894472972661
1,700,A,IDLGated,0.984375,0.18994140625,0.98388671875,0.1904296875,0.9853515625,0.1904296875,0.6124851107597351,0.3808077471296825,0.0899129262077261
1,800,A,MLP,0.98974609375,0.189453125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,800,A,ChevronSlow,0.9833984375,0.18896484375,0.9833984375,0.18798828125,0.984375,0.1923828125,1.0,0.2002813683637501,0.07762754519693399
1,800,A,IDLGated,0.98291015625,0.18994140625,0.982421875,0.189453125,0.9853515625,0.193359375,0.04190210625529289,0.21774482922079916,0.08139670394039963
1,900,A,MLP,0.986328125,0.19189453125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,900,A,ChevronSlow,0.98291015625,0.1982421875,0.9833984375,0.19873046875,0.984375,0.19580078125,1.0,0.11054450580839516,0.06984123833064572
1,900,A,IDLGated,0.9833984375,0.197265625,0.9833984375,0.197265625,0.9833984375,0.19775390625,0.005027600564062595,0.11964671249350213,0.07489781185178158
1,1000,A,MLP,0.98876953125,0.1953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1000,A,ChevronSlow,0.984375,0.19921875,0.984375,0.19921875,0.98486328125,0.1962890625,1.0,0.06055856872249726,0.06282321176541146
1,1000,A,IDLGated,0.98388671875,0.20068359375,0.984375,0.2001953125,0.98486328125,0.19921875,0.0015345059800893068,0.06554494597422458,0.0692491185413472
1,1100,A,MLP,0.9892578125,0.19775390625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1100,A,ChevronSlow,0.984375,0.2001953125,0.98291015625,0.20166015625,0.98486328125,0.201171875,1.0,0.03317523760135089,0.057753398018418035
1,1100,A,IDLGated,0.984375,0.19970703125,0.98486328125,0.2001953125,0.984375,0.20361328125,0.0008000397938303649,0.035906878285496865,0.06241235088373239
1,1200,A,MLP,0.9892578125,0.18798828125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1200,A,ChevronSlow,0.984375,0.18701171875,0.98388671875,0.1865234375,0.982421875,0.1953125,1.0,0.018174081936273023,0.051486771760795136
1,1200,A,IDLGated,0.984375,0.1904296875,0.9853515625,0.18994140625,0.98388671875,0.197265625,0.0005598685820586979,0.019670531252196054,0.054099013140125184
1,1300,A,MLP,0.990234375,0.1923828125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1300,A,ChevronSlow,0.984375,0.193359375,0.984375,0.19287109375,0.98388671875,0.1953125,1.0,0.009956138316034712,0.048710947965172675
1,1300,A,IDLGated,0.98681640625,0.1923828125,0.98779296875,0.19189453125,0.98486328125,0.197265625,0.0004604114219546318,0.010775924230091211,0.05070640968197661
1,1400,A,MLP,0.98974609375,0.1962890625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1400,A,ChevronSlow,0.9853515625,0.1962890625,0.9853515625,0.19970703125,0.98486328125,0.1943359375,1.0,0.005454178676842818,0.046250372586403826
1,1400,A,IDLGated,0.98779296875,0.2001953125,0.9873046875,0.1982421875,0.98486328125,0.1943359375,0.0004136288771405816,0.005903274371387554,0.04478091491728326
1,1500,A,MLP,0.9833984375,0.20654296875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1500,A,ChevronSlow,0.97998046875,0.2080078125,0.9775390625,0.20947265625,0.9853515625,0.201171875,1.0,0.002987911989030582,0.04526406986662101
1,1500,A,IDLGated,0.984375,0.20654296875,0.98291015625,0.2099609375,0.986328125,0.201171875,0.0003900468291249126,0.0032339359074712195,0.04281163168501987
1,1600,A,MLP,0.98876953125,0.19140625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1600,A,ChevronSlow,0.98828125,0.19091796875,0.98779296875,0.18994140625,0.98486328125,0.19287109375,1.0,0.0016368400419475237,0.04202879320530278
1,1600,A,IDLGated,0.98779296875,0.1904296875,0.98876953125,0.18994140625,0.98583984375,0.19287109375,0.00037770307972095907,0.0017716170375413997,0.03695442461776531
1,1700,A,MLP,0.99267578125,0.19140625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1700,A,ChevronSlow,0.98876953125,0.18994140625,0.9892578125,0.189453125,0.9873046875,0.19189453125,1.0,0.0008966948600758634,0.040280187617732464
1,1700,A,IDLGated,0.98876953125,0.19091796875,0.9912109375,0.19091796875,0.98876953125,0.1923828125,0.0003711072786245495,0.0009705284883525173,0.03526950342898443
1,1800,A,MLP,0.99072265625,0.1953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1800,A,ChevronSlow,0.98583984375,0.19482421875,0.98583984375,0.19580078125,0.98681640625,0.19384765625,1.0,0.0004912280073071734,0.03927298086776167
1,1800,A,IDLGated,0.98828125,0.19482421875,0.98828125,0.1953125,0.98779296875,0.1943359375,0.00036754278698936105,0.0005316755973463658,0.03347406386849123
1,1900,A,MLP,0.98974609375,0.18994140625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1900,A,ChevronSlow,0.9873046875,0.19091796875,0.98779296875,0.1904296875,0.98779296875,0.193359375,1.0,0.000269104871575333,0.03753690743482996
1,1900,A,IDLGated,0.98779296875,0.18896484375,0.9873046875,0.1875,0.9892578125,0.19384765625,0.0003656046465039253,0.00029126289872589457,0.03254565085931539
1,2000,A,MLP,0.99169921875,0.1982421875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2000,A,ChevronSlow,0.98779296875,0.19921875,0.98779296875,0.19921875,0.98779296875,0.19580078125,1.0,0.0001474212195321604,0.035145380366438446
1,2000,A,IDLGated,0.98974609375,0.197265625,0.99072265625,0.19775390625,0.98876953125,0.19580078125,0.0003645473043434322,0.00015955984551035287,0.03034720699731267
1,2100,A,MLP,0.98681640625,0.19189453125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2100,A,ChevronSlow,0.98974609375,0.19189453125,0.98779296875,0.18994140625,0.9892578125,0.19384765625,1.0,8.076039590485642e-05,0.03369087479907779
1,2100,A,IDLGated,0.98779296875,0.193359375,0.986328125,0.1904296875,0.98974609375,0.1943359375,0.00036396930227056146,8.741018650386807e-05,0.028058606391476212
1,2200,end_A,MLP,0.990234375,0.19921875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2200,end_A,ChevronSlow,0.98828125,0.20458984375,0.98681640625,0.205078125,0.98876953125,0.19921875,1.0,4.424221674062527e-05,0.031005242561448553
1,2200,end_A,IDLGated,0.98828125,0.19970703125,0.98876953125,0.2001953125,0.98974609375,0.197265625,0.0003636530018411577,4.788510969161881e-05,0.025549619376237554
1,2300,B,MLP,0.125,0.87890625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2300,B,ChevronSlow,0.13818359375,0.94091796875,0.1240234375,0.93408203125,0.515625,0.64404296875,1.0,0.4824455083459379,0.1393454675749319
1,2300,B,IDLGated,0.1240234375,0.91748046875,0.09423828125,0.88720703125,0.9306640625,0.240234375,0.9999963045120239,0.9283792930023307,0.18047411324668394
1,2400,B,MLP,0.19580078125,0.939453125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2400,B,ChevronSlow,0.181640625,0.96728515625,0.181640625,0.9619140625,0.15478515625,0.92626953125,1.0,0.6732020258650085,0.1582934494752048
1,2400,B,IDLGated,0.17041015625,0.95947265625,0.15478515625,0.95361328125,0.86083984375,0.29736328125,1.0,1.3246442999899917,0.18994734277972558
1,2420,end_B,MLP,0.16357421875,0.95703125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2420,end_B,ChevronSlow,0.15576171875,0.97412109375,0.15478515625,0.97607421875,0.13427734375,0.9169921875,1.0,0.6740741494062096,0.15705563380373197
1,2420,end_B,IDLGated,0.14892578125,0.96875,0.13720703125,0.96240234375,0.52490234375,0.6103515625,1.0,1.322168405863895,0.18908562068208543
2,0,A,MLP,0.4912109375,0.3876953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,0,A,ChevronSlow,0.48681640625,0.384765625,0.48681640625,0.384765625,0.48681640625,0.384765625,1.0,0.0,0.0
2,0,A,IDLGated,0.51708984375,0.36328125,0.51708984375,0.36328125,0.51708984375,0.36328125,1.0,0.0,0.0
2,100,A,MLP,0.93994140625,0.20849609375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,100,A,ChevronSlow,0.94189453125,0.201171875,0.94287109375,0.201171875,0.939453125,0.19091796875,1.0,0.3239012437149335,0.12745596673798404
2,100,A,IDLGated,0.94384765625,0.19873046875,0.94384765625,0.2021484375,0.93408203125,0.1796875,0.17496326565742493,0.2895067312201875,0.12308460067346007
2,200,A,MLP,0.943359375,0.193359375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,200,A,ChevronSlow,0.9638671875,0.1904296875,0.96484375,0.1884765625,0.9521484375,0.18310546875,1.0,0.849540095032008,0.12481603581417444
2,200,A,IDLGated,0.9619140625,0.18701171875,0.96337890625,0.189453125,0.94140625,0.17431640625,0.9999403953552246,0.8021683055677689,0.1206866085907273
2,300,A,MLP,0.9453125,0.2060546875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,300,A,ChevronSlow,0.96923828125,0.197265625,0.9658203125,0.19677734375,0.966796875,0.19970703125,1.0,1.0112985468147773,0.12639870891869226
2,300,A,IDLGated,0.96923828125,0.19677734375,0.96923828125,0.19775390625,0.94921875,0.19140625,0.9999980926513672,0.959554107388048,0.12078657729770348
2,400,A,MLP,0.9599609375,0.19482421875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,400,A,ChevronSlow,0.9833984375,0.1845703125,0.98291015625,0.18359375,0.9716796875,0.1943359375,1.0,0.9719194772766249,0.12479964015185858
2,400,A,IDLGated,0.98388671875,0.1826171875,0.98193359375,0.18115234375,0.96630859375,0.18994140625,0.9999957084655762,0.9216346073207018,0.11840636390494565
2,500,A,MLP,0.9736328125,0.18896484375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,500,A,ChevronSlow,0.990234375,0.17919921875,0.990234375,0.1806640625,0.98779296875,0.17724609375,1.0,0.8238128695947512,0.12124569826831352
2,500,A,IDLGated,0.986328125,0.17919921875,0.9853515625,0.1806640625,0.97900390625,0.18115234375,0.999916672706604,0.7869342205763513,0.11198194456335782
2,600,A,MLP,0.978515625,0.1728515625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,600,A,ChevronSlow,0.98828125,0.1689453125,0.98828125,0.16845703125,0.9873046875,0.17578125,1.0,0.6213676796071749,0.11159567254881352
2,600,A,IDLGated,0.98681640625,0.1708984375,0.98681640625,0.16943359375,0.98046875,0.17578125,0.9941427111625671,0.5933721636375263,0.1027767597106975
2,700,A,MLP,0.9833984375,0.17919921875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,700,A,ChevronSlow,0.98828125,0.17578125,0.9873046875,0.17724609375,0.9931640625,0.1728515625,1.0,0.4298726826003633,0.09821477282194395
2,700,A,IDLGated,0.98779296875,0.177734375,0.98583984375,0.177734375,0.99169921875,0.17236328125,0.7383237481117249,0.407148841763806,0.09186096455480029
2,800,A,MLP,0.98486328125,0.17822265625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,800,A,ChevronSlow,0.99267578125,0.1748046875,0.99169921875,0.17578125,0.9931640625,0.17041015625,1.0,0.24338012112426383,0.08728667753631333
2,800,A,IDLGated,0.98828125,0.1787109375,0.98828125,0.17919921875,0.99267578125,0.1728515625,0.052407748997211456,0.2284150102037323,0.08436818690742166
2,900,A,MLP,0.98291015625,0.18359375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,900,A,ChevronSlow,0.9892578125,0.1787109375,0.98681640625,0.1796875,0.9912109375,0.1748046875,1.0,0.13333084877572102,0.07890926979591742
2,900,A,IDLGated,0.9873046875,0.1796875,0.98779296875,0.1806640625,0.98681640625,0.17529296875,0.005668593570590019,0.12513047113031775,0.07760983867593234
2,1000,A,MLP,0.98779296875,0.17529296875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,1000,A,ChevronSlow,0.99267578125,0.17333984375,0.99267578125,0.17333984375,0.99267578125,0.173828125,1.0,0.0730413991122135,0.06856071900793008
2,1000,A,IDLGated,0.99169921875,0.17529296875,0.99169921875,0.17578125,0.9921875,0.173828125,0.0016391768585890532,0.06854906247767881,0.06848498818332323
2,1100,A,MLP,0.9873046875,0.1787109375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,1100,A,ChevronSlow,0.99169921875,0.17822265625,0.9912109375,0.18017578125,0.99462890625,0.177734375,1.0,0.040013590502554014,0.059361412929473764
2,1100,A,IDLGated,0.98876953125,0.177734375,0.98681640625,0.177734375,0.99072265625,0.1767578125,0.0008295120787806809,0.03755259549590396,0.06076318874414427
2,1200,A,MLP,0.98974609375,0.17822265625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,1200,A,ChevronSlow,0.9951171875,0.1748046875,0.99462890625,0.17529296875,0.9951171875,0.1748046875,1.0,0.02192027321993561,0.052098822051421176
2,1200,A,IDLGated,0.99267578125,0.1767578125,0.99267578125,0.177734375,0.9912109375,0.17578125,0.0005710778059437871,0.02057208920892505,0.05436623053198333
2,1300,A,MLP,0.99072265625,0.1748046875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,1300,A,ChevronSlow,0.994140625,0.17431640625,0.9951171875,0.17431640625,0.9951171875,0.17333984375,1.0,0.012008379453124973,0.04814669610801281
2,1300,A,IDLGated,0.9921875,0.17431640625,0.9921875,0.1748046875,0.9921875,0.17431640625,0.00046543905045837164,0.01126981634241853,0.049852079409992395
2,1400,A,MLP,0.98681640625,0.181640625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
