seed,t,model,phase,window,y,pred,correct,loss,rho,diff,persistence
6,2833,ChevronSlow,post_shift,post_shift_200_800,1,0.8752565792613445,1,0.1332382021675089,1.0,1.4847542320693685,0.8674529094418177
6,2833,IDLGated,post_shift,post_shift_200_800,1,0.9097330081259902,1,0.0946041201845035,0.9761610271600856,0.3923436682307034,0.2837411729069878
6,2834,MLP,post_shift,post_shift_200_800,0,0.507717496767878,0,0.708702533714652,1.0,0.0,0.0
6,2834,ChevronSlow,post_shift,post_shift_200_800,0,0.46586798075844044,1,0.6271122435333929,1.0,0.46543142783939057,0.8574023724017571
6,2834,IDLGated,post_shift,post_shift_200_800,0,0.3831114532541204,1,0.48306690875850594,0.9739657842351964,0.11948427496421499,0.27963475045841846
6,2835,MLP,post_shift,post_shift_200_800,1,0.8319239992571287,1,0.18401418938004435,1.0,0.0,0.0
6,2835,ChevronSlow,post_shift,post_shift_200_800,1,0.8483862049470765,1,0.1644193165050456,1.0,1.0776687352636731,0.862909031473305
6,2835,IDLGated,post_shift,post_shift_200_800,1,0.880121503202816,1,0.1276953092195397,0.9742408651672131,0.2994615556029009,0.28013042058703047
6,2836,MLP,post_shift,post_shift_200_800,1,0.8872724977533997,1,0.11960313105297293,1.0,0.0,0.0
6,2836,ChevronSlow,post_shift,post_shift_200_800,1,0.8908660085660881,1,0.11556124602305905,1.0,1.6183587069514267,0.881795273360258
6,2836,IDLGated,post_shift,post_shift_200_800,1,0.9232392631684317,1,0.07986685470410852,0.9760395438669546,0.41509230894411325,0.28350446779595756
6,2837,MLP,post_shift,post_shift_200_800,0,0.5124038195240053,0,0.7182677147199039,1.0,0.0,0.0
6,2837,ChevronSlow,post_shift,post_shift_200_800,0,0.46926897187838174,1,0.6334999244514681,1.0,0.41321929850011274,0.8700808739887543
6,2837,IDLGated,post_shift,post_shift_200_800,0,0.39436977016679553,1,0.5014856609428877,0.9739236047274934,0.12569367699093298,0.2795591980258319
6,2838,MLP,post_shift,post_shift_200_800,1,0.8799719147854357,1,0.12786528703573025,1.0,0.0,0.0
6,2838,ChevronSlow,post_shift,post_shift_200_800,1,0.8873645213296113,1,0.1194994213080453,1.0,1.4811854650436413,0.8853584887651265
6,2838,IDLGated,post_shift,post_shift_200_800,1,0.9182896841724265,1,0.08524237803958086,0.9752893330670579,0.3799170384410774,0.28206814403621305
6,2839,MLP,post_shift,post_shift_200_800,1,0.7002117210423017,1,0.35637253103826383,1.0,0.0,0.0
6,2839,ChevronSlow,post_shift,post_shift_200_800,1,0.672215574041242,1,0.3971761951983779,1.0,0.6256026383446871,0.8788645925046155
6,2839,IDLGated,post_shift,post_shift_200_800,1,0.6536264650013883,1,0.42521924512789244,0.9729365421464056,0.1123141317413219,0.27782429372884077
6,2840,MLP,post_shift,post_shift_200_800,1,0.7745538304590301,1,0.25546811804269054,1.0,0.0,0.0
6,2840,ChevronSlow,post_shift,post_shift_200_800,1,0.8126549039633556,1,0.2074487319180206,1.0,0.29013723476140174,0.8641464085610351
6,2840,IDLGated,post_shift,post_shift_200_800,1,0.8325987306732813,1,0.18320346875607618,0.9709405812917747,0.1447118506127365,0.2744964826509382
6,2841,MLP,post_shift,post_shift_200_800,1,0.7493459884582565,1,0.2885544682673662,1.0,0.0,0.0
6,2841,ChevronSlow,post_shift,post_shift_200_800,1,0.7915572004198191,1,0.2337531338960317,1.0,0.16135467456842809,0.8465766152112199
6,2841,IDLGated,post_shift,post_shift_200_800,1,0.8112460236213417,1,0.20918391252119145,0.9684983627937436,0.12319585499027377,0.27071396695942157
6,2842,MLP,post_shift,post_shift_200_800,0,0.4410621856123289,1,0.5817170564021463,1.0,0.0,0.0
6,2842,ChevronSlow,post_shift,post_shift_200_800,0,0.46045287055847955,1,0.6170251404691524,1.0,1.2194769248718613,0.855899122952736
6,2842,IDLGated,post_shift,post_shift_200_800,0,0.4238477734294211,1,0.5513833709620569,0.9680418374255342,0.24369652311047665,0.27003853086319796
6,2843,MLP,post_shift,post_shift_200_800,0,0.5919325669213688,0,0.8963228410812314,1.0,0.0,0.0
6,2843,ChevronSlow,post_shift,post_shift_200_800,0,0.6035498384748748,0,0.925204941835069,1.0,0.3783094399006328,0.8439593808764334
